"Category..Tab.Name.","State","Code","Location","Zip","Sq..Feet","Year.Opened","Type","Full.Description.of.Operation","cleanZip","country","zip","city","state","stateAbb","county","lat","lon","ZIP","COUNTYNAME","STATE","STCOUNTYFP","CLASSFP","dupeLocation","retailer"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,934,"Guaynabo Municipio","location_ PR",72061,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,970,"Guaynabo Municipio","location_ PR",72061,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,917,"Guaynabo Municipio","location_ PR",72061,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,920,"Guaynabo Municipio","location_ PR",72061,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,969,"Guaynabo Municipio","location_ PR",72061,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,968,"Guaynabo Municipio","location_ PR",72061,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,965,"Guaynabo Municipio","location_ PR",72061,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,959,"Guaynabo Municipio","location_ PR",72061,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,966,"Guaynabo Municipio","location_ PR",72061,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,971,"Guaynabo Municipio","location_ PR",72061,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,922,"Guaynabo Municipio","location_ PR",72061,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,777,"Gurabo Municipio","location_ PR",72063,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,729,"Gurabo Municipio","location_ PR",72063,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,725,"Gurabo Municipio","location_ PR",72063,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,778,"Gurabo Municipio","location_ PR",72063,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,754,"Gurabo Municipio","location_ PR",72063,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,659,"Hatillo Municipio","location_ PR",72065,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,612,"Hatillo Municipio","location_ PR",72065,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,660,"Hormigueros Municipio","location_ PR",72067,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,741,"Humacao Municipio","location_ PR",72069,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,791,"Humacao Municipio","location_ PR",72069,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,792,"Humacao Municipio","location_ PR",72069,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,603,"Isabela Municipio","location_ PR",72071,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,662,"Isabela Municipio","location_ PR",72071,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,690,"Isabela Municipio","location_ PR",72071,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,664,"Jayuya Municipio","location_ PR",72073,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,720,"Juana Diaz Municipio","location_ PR",72075,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,795,"Juana Diaz Municipio","location_ PR",72075,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,766,"Juana Diaz Municipio","location_ PR",72075,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,778,"Juncos Municipio","location_ PR",72077,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,777,"Juncos Municipio","location_ PR",72077,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,667,"Lajas Municipio","location_ PR",72079,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,669,"Lares Municipio","location_ PR",72081,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,631,"Lares Municipio","location_ PR",72081,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,670,"Las Marias Municipio","location_ PR",72083,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,771,"Las Piedras Municipio","location_ PR",72085,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,772,"Loiza Municipio","location_ PR",72087,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,729,"Loiza Municipio","location_ PR",72087,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,773,"Luquillo Municipio","location_ PR",72089,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,674,"Manati Municipio","location_ PR",72091,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,638,"Manati Municipio","location_ PR",72091,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,693,"Manati Municipio","location_ PR",72091,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,650,"Manati Municipio","location_ PR",72091,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,687,"Manati Municipio","location_ PR",72091,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,606,"Maricao Municipio","location_ PR",72093,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,707,"Maunabo Municipio","location_ PR",72095,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,683,"Mayaguez Municipio","location_ PR",72097,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,680,"Mayaguez Municipio","location_ PR",72097,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,682,"Mayaguez Municipio","location_ PR",72097,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,623,"Mayaguez Municipio","location_ PR",72097,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,681,"Mayaguez Municipio","location_ PR",72097,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,660,"Mayaguez Municipio","location_ PR",72097,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,676,"Moca Municipio","location_ PR",72099,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,685,"Moca Municipio","location_ PR",72099,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,692,"Morovis Municipio","location_ PR",72101,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,674,"Morovis Municipio","location_ PR",72101,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,720,"Morovis Municipio","location_ PR",72101,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,687,"Morovis Municipio","location_ PR",72101,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,771,"Naguabo Municipio","location_ PR",72103,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,744,"Naguabo Municipio","location_ PR",72103,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,718,"Naguabo Municipio","location_ PR",72103,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,719,"Naranjito Municipio","location_ PR",72105,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,783,"Naranjito Municipio","location_ PR",72105,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,720,"Orocovis Municipio","location_ PR",72107,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,638,"Orocovis Municipio","location_ PR",72107,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,723,"Patillas Municipio","location_ PR",72109,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,624,"Penuelas Municipio","location_ PR",72111,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,728,"Ponce Municipio","location_ PR",72113,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,730,"Ponce Municipio","location_ PR",72113,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,641,"Ponce Municipio","location_ PR",72113,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,733,"Ponce Municipio","location_ PR",72113,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,716,"Ponce Municipio","location_ PR",72113,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,601,"Ponce Municipio","location_ PR",72113,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,717,"Ponce Municipio","location_ PR",72113,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,732,"Ponce Municipio","location_ PR",72113,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,624,"Ponce Municipio","location_ PR",72113,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,731,"Ponce Municipio","location_ PR",72113,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,780,"Ponce Municipio","location_ PR",72113,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,715,"Ponce Municipio","location_ PR",72113,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,795,"Ponce Municipio","location_ PR",72113,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,678,"Quebradillas Municipio","location_ PR",72115,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,677,"Rincon Municipio","location_ PR",72117,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,721,"Rio Grande Municipio","location_ PR",72119,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,745,"Rio Grande Municipio","location_ PR",72119,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,773,"Rio Grande Municipio","location_ PR",72119,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,735,"Rio Grande Municipio","location_ PR",72119,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,637,"Sabana Grande Municipio","location_ PR",72121,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,704,"Salinas Municipio","location_ PR",72123,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,751,"Salinas Municipio","location_ PR",72123,"H1",TRUE,"amzn"
"US Receiving or Inbound Cross Dock","Virginia","","Chesapeake, Virginia, USA","","650,000","2021","Inbound Cross Dock (IXD)","Inbound Cross Dock (IXD) at Port of Virginia Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,757,"Salinas Municipio","location_ PR",72123,"H1",TRUE,"amzn"
